Hz,vin,vout
1,1,0.0156431831419468
1.00461578369141,1,0.0157153718173504
1.00925290584564,1,0.0157878901809454
1.01391136646271,1,0.0158607475459576
1.01859140396118,1,0.0159339383244514
1.02329301834106,1,0.0160074662417173
1.02801632881165,1,0.0160813350230455
1.03276145458221,1,0.0161555446684361
1.03752839565277,1,0.0162300951778889
1.04231739044189,1,0.0163049902766943
1.04712855815887,1,0.0163802299648523
1.05196189880371,1,0.0164558161050081
1.05681753158569,1,0.016531752422452
1.06169557571411,1,0.0166080389171839
1.06659615039825,1,0.016684677451849
1.07151925563812,1,0.0167616680264473
1.07646524906158,1,0.0168390143662691
1.08143389225006,1,0.0169167183339596
1.08642566204071,1,0.0169947799295187
1.09144032001495,1,0.0170732010155916
1.09647822380066,1,0.0171519853174686
1.10153925418854,1,0.0172311309725046
1.10662376880646,1,0.017310643568635
1.11173176765442,1,0.0173905193805695
1.11686325073242,1,0.0174707677215338
1.12201845645905,1,0.0175513848662376
1.12719750404358,1,0.0176323726773262
1.13240039348602,1,0.0177137330174446
1.13762724399567,1,0.0177954714745283
1.14287829399109,1,0.017877584323287
1.14815366268158,1,0.0179600790143013
1.15345323085785,1,0.0180429499596357
1.15877735614777,1,0.0181262046098709
1.16412603855133,1,0.018209844827652
1.16949939727783,1,0.0182938687503338
1.17489755153656,1,0.0183782819658518
1.1803206205368,1,0.0184630826115608
1.18576872348785,1,0.0185482762753963
1.191241979599,1,0.0186338610947132
1.19674050807953,1,0.0187198426574469
1.20226442813873,1,0.018806217238307
1.2078138589859,1,0.0188929922878742
1.21338880062103,1,0.0189801659435034
1.218989610672,1,0.0190677437931299
1.2246161699295,1,0.0191557239741087
1.23026871681213,1,0.01924411021173
1.23594748973846,1,0.019332904368639
1.24165225028992,1,0.0194221083074808
1.24738347530365,1,0.0195117220282555
1.25314116477966,1,0.0196017492562532
1.25892543792725,1,0.0196921918541193
1.2647362947464,1,0.0197830498218536
1.27057409286499,1,0.0198743287473917
1.27643883228302,1,0.0199660286307335
1.28233063220978,1,0.020058149471879
1.28824949264526,1,0.0201506987214088
1.29419589042664,1,0.0202436707913876
1.30016958713531,1,0.0203370731323957
1.30617094039917,1,0.0204309057444334
1.3121999502182,1,0.0205251686275005
1.3182567358017,1,0.0206198710948229
1.32434153556824,1,0.0207150056958199
1.33045446872711,1,0.0208105817437172
1.33659553527832,1,0.0209065955132246
1.34276497364044,1,0.0210030544549227
1.34896290302277,1,0.0210999567061663
1.35518944263458,1,0.0211973059922457
1.36144471168518,1,0.021295104175806
1.36772882938385,1,0.0213933531194925
1.37404203414917,1,0.0214920565485954
1.38038420677185,1,0.0215912126004696
1.38675582408905,1,0.0216908250004053
1.39315676689148,1,0.0217908974736929
1.39958727359772,1,0.0218914318829775
1.40604758262634,1,0.0219924300909042
1.41253757476807,1,0.0220938920974731
1.41905748844147,1,0.0221958234906197
1.42560756206512,1,0.0222982242703438
1.43218791484833,1,0.0224010981619358
1.43879854679108,1,0.0225044433027506
1.44543981552124,1,0.0226082652807236
1.45211160182953,1,0.0227125659584999
1.45881426334381,1,0.0228173490613699
1.46554780006409,1,0.0229226127266884
1.47231245040894,1,0.0230283625423908
1.47910833358765,1,0.0231346003711224
1.4859356880188,1,0.0232413280755281
1.4927943944931,1,0.0233485456556082
1.49968481063843,1,0.0234562605619431
1.50660705566406,1,0.0235644690692425
1.5135612487793,1,0.0236731767654419
1.52054750919342,1,0.0237823873758316
1.52756607532501,1,0.0238920971751213
1.53461694717407,1,0.0240023154765368
1.54170048236847,1,0.0241130404174328
1.54881656169891,1,0.0242242757230997
1.55596566200256,1,0.0243360251188278
1.56314766407013,1,0.0244482886046171
1.57036280632019,1,0.0245610661804676
1.57761132717133,1,0.024674367159605
1.58489322662354,1,0.0247881896793842
1.5922087430954,1,0.0249025356024504
1.5995579957962,1,0.0250174086540937
1.60694122314453,1,0.0251328106969595
1.61435854434967,1,0.0252487454563379
1.62181007862091,1,0.025365212932229
1.62929606437683,1,0.0254822168499231
1.63681650161743,1,0.0255997609347105
1.64437174797058,1,0.0257178470492363
1.65196180343628,1,0.0258364751935005
1.65958690643311,1,0.0259556509554386
1.66724717617035,1,0.0260753761976957
1.67494285106659,1,0.0261956509202719
1.68267405033112,1,0.0263164825737476
1.69044089317322,1,0.0264378692954779
1.69824361801147,1,0.0265598148107529
1.70608234405518,1,0.0266823228448629
1.7139573097229,1,0.0268053933978081
1.72186863422394,1,0.0269290320575237
1.72981631755829,1,0.027053240686655
1.73780083656311,1,0.0271780211478472
1.7458221912384,1,0.0273033753037453
1.75388050079346,1,0.0274293087422848
1.76197600364685,1,0.0275558196008205
1.77010893821716,1,0.027682913467288
1.77827942371368,1,0.0278105940669775
1.7864875793457,1,0.027938861399889
1.7947336435318,1,0.0280677210539579
1.80301773548126,1,0.0281971730291843
1.81134009361267,1,0.0283272191882133
1.81970083713531,1,0.0284578669816256
1.82810020446777,1,0.0285891145467758
1.83653831481934,1,0.0287209693342447
1.84501540660858,1,0.028853427618742
1.8535315990448,1,0.0289864987134933
1.86208713054657,1,0.0291201807558537
1.87068212032318,1,0.0292544774711132
1.87931680679321,1,0.0293893944472074
1.88799130916595,1,0.0295249316841364
1.89670586585999,1,0.0296610929071903
1.90546071529388,1,0.0297978799790144
1.91425597667694,1,0.0299352984875441
1.92309176921844,1,0.0300733484327793
1.93196833133698,1,0.0302120354026556
1.94088590145111,1,0.0303513593971729
1.94984459877014,1,0.0304913241416216
1.95884466171265,1,0.030631935223937
1.9678863286972,1,0.0307731907814741
1.97696959972382,1,0.0309150982648134
1.98609495162964,1,0.0310576595366001
1.99526226520538,1,0.0312008764594793
2.00447201728821,1,0.0313447527587414
2.0137243270874,1,0.0314892902970314
2.02301907539368,1,0.0316344909369946
2.03235697746277,1,0.0317803621292114
2.04173803329468,1,0.031926903873682
2.0511622428894,1,0.0320741236209869
2.06062984466553,1,0.0322220139205456
2.07014131546021,1,0.0323705896735191
2.07969665527344,1,0.0325198471546173
2.0892961025238,1,0.0326697938144207
2.09893989562988,1,0.0328204296529293
2.10862803459167,1,0.0329717583954334
2.11836123466492,1,0.0331237837672234
2.12813901901245,1,0.0332765020430088
2.13796210289001,1,0.033429928123951
2.14783048629761,1,0.0335840620100498
2.15774440765381,1,0.0337389037013054
2.1677041053772,1,0.0338944531977177
2.17770981788635,1,0.0340507254004478
2.18776154518127,1,0.0342077128589153
2.19785976409912,1,0.0343654230237007
2.20800471305847,1,0.034523855894804
2.21819639205933,1,0.0346830189228058
2.22843503952026,1,0.0348429158329964
2.23872113227844,1,0.0350035466253758
2.24905467033386,1,0.0351649150252342
2.25943565368652,1,0.0353270284831524
2.26986479759216,1,0.0354898869991302
2.28034210205078,1,0.0356534905731678
2.29086756706238,1,0.0358178503811359
2.30144190788269,1,0.0359829664230347
2.31206488609314,1,0.036148838698864
2.3227367401123,1,0.0363154746592045
2.33345794677734,1,0.0364828743040562
2.34422874450684,1,0.0366510488092899
2.35504937171936,1,0.0368199944496155
2.36591958999634,1,0.0369897149503231
2.37684035301209,1,0.0371602177619934
2.38781118392944,1,0.0373315028846264
2.39883303642273,1,0.0375035740435123
2.40990543365479,1,0.0376764349639416
2.42102909088135,1,0.0378500930964947
2.43220400810242,1,0.0380245484411716
2.44343066215515,1,0.0381998084485531
2.45470881462097,1,0.038375873118639
2.46603941917419,1,0.0385527461767197
2.47742199897766,1,0.0387304313480854
2.48885726928711,1,0.0389089323580265
2.50034546852112,1,0.0390882529318333
2.51188635826111,1,0.039268396794796
2.52348065376282,1,0.0394493751227856
2.53512859344482,1,0.0396311767399311
2.54683017730713,1,0.0398138165473938
2.55858588218689,1,0.0399972945451736
2.57039570808411,1,0.0401816181838512
2.58226013183594,1,0.0403667874634266
2.59417939186096,1,0.04055280610919
2.60615348815918,1,0.0407396778464317
2.61818289756775,1,0.0409274064004421
2.63026809692383,1,0.0411160029470921
2.64240884780884,1,0.0413054637610912
2.65460562705994,1,0.04149579256773
2.6668586730957,1,0.0416869968175888
2.67916822433472,1,0.0418790765106678
2.69153475761414,1,0.0420720390975475
2.70395827293396,1,0.0422658883035183
2.71643924713135,1,0.0424606278538704
2.7289776802063,1,0.0426562651991844
2.74157428741455,1,0.0428527966141701
2.75422859191895,1,0.043050229549408
2.7669415473938,1,0.0432485714554787
2.77971315383911,1,0.0434478186070919
2.79254388809204,1,0.0436479859054089
2.80543375015259,1,0.0438490658998489
2.81838297843933,1,0.0440510772168636
2.83139204978943,1,0.044254008680582
2.84446120262146,1,0.0444578714668751
2.85759043693542,1,0.0446626730263233
2.87078046798706,1,0.0448684096336365
2.88403153419495,1,0.0450750961899757
2.89734363555908,1,0.0452827289700508
2.91071701049805,1,0.045491311699152
2.92415237426758,1,0.0457008518278599
2.93764972686768,1,0.0459113530814648
2.95120930671692,1,0.0461228229105473
2.96483135223389,1,0.046335257589817
2.97851634025574,1,0.0465486720204353
2.99226474761963,1,0.0467630624771118
3.00607633590698,1,0.0469784364104271
3.01995182037354,1,0.0471947938203812
3.03389120101929,1,0.0474121458828449
3.0478949546814,1,0.0476304963231087
3.06196331977844,1,0.0478498451411724
3.07609677314758,1,0.0480701997876167
3.09029531478882,1,0.0482915677130222
3.10455965995789,1,0.0485139489173889
3.11888957023621,1,0.0487373471260071
3.13328576087952,1,0.0489617697894573
3.14774823188782,1,0.0491872243583202
3.16227769851685,1,0.0494137071073055
3.1768741607666,1,0.0496412292122841
3.19153785705566,1,0.0498697981238365
3.20626926422119,1,0.0500994063913822
3.22106885910034,1,0.0503300726413727
3.23593664169312,1,0.0505617931485176
3.25087308883667,1,0.0507945753633976
3.26587843894959,1,0.051028423011303
3.28095293045044,1,0.051263339817524
3.29609704017639,1,0.0514993369579315
3.3113112449646,1,0.0517364107072353
3.32659554481506,1,0.0519745722413063
3.34195041656494,1,0.0522138252854347
3.35737609863281,1,0.0524541698396206
3.37287306785583,1,0.0526956170797348
3.38844156265259,1,0.0529381707310677
3.40408182144165,1,0.0531818307936192
3.41979432106018,1,0.0534266084432602
3.43557953834534,1,0.0536725074052811
3.45143747329712,1,0.0539195276796818
3.46736860275269,1,0.0541676767170429
3.48337316513062,1,0.0544169694185257
3.49945163726807,1,0.0546673983335495
3.5156044960022,1,0.0549189709126949
3.53183174133301,1,0.0551716946065426
3.54813385009766,1,0.0554255768656731
3.5645112991333,1,0.0556806176900864
3.58096432685852,1,0.0559368245303631
3.59749341011047,1,0.0561942048370838
3.61409854888916,1,0.0564527623355389
3.63078045845032,1,0.0567124970257282
3.64753937721252,1,0.0569734238088131
3.66437578201294,1,0.0572355389595032
3.68128967285156,1,0.0574988573789597
3.69828176498413,1,0.0577633790671825
3.71535229682922,1,0.0580291040241718
3.73250150680542,1,0.0582960471510887
3.74973011016846,1,0.0585642084479332
3.76703810691833,1,0.0588335953652859
3.78442573547363,1,0.0591042153537273
3.80189394950867,1,0.0593760684132576
3.81944274902344,1,0.059649158269167
3.83707237243652,1,0.0599235035479069
3.85478353500366,1,0.0601990967988968
3.87257647514343,1,0.0604759491980076
3.89045143127441,1,0.0607540644705296
3.90840888023376,1,0.0610334500670433
3.92644929885864,1,0.0613141097128391
3.94457292556763,1,0.0615960545837879
3.96278023719788,1,0.0618792809545994
3.98107171058655,1,0.0621638037264347
3.99944758415222,1,0.0624496228992939
4.01790809631348,1,0.0627367421984673
4.03645372390747,1,0.063025176525116
4.05508518218994,1,0.0633149221539497
4.07380294799805,1,0.0636059939861298
4.09260654449463,1,0.063898392021656
4.11149740219116,1,0.0641921162605286
4.13047504425049,1,0.0644871890544891
4.14954042434692,1,0.0647836029529572
4.16869401931763,1,0.0650813654065132
4.1879358291626,1,0.0653804838657379
4.20726633071899,1,0.0656809657812119
4.22668600082397,1,0.0659828260540962
4.24619579315186,1,0.0662860497832298
4.26579523086548,1,0.0665906593203545
4.28548526763916,1,0.0668966546654701
4.3052659034729,1,0.0672040432691574
4.32513809204102,1,0.0675128325819969
4.34510231018066,1,0.0678230226039886
4.36515855789185,1,0.0681346356868744
4.38530683517456,1,0.068447656929493
4.40554857254028,1,0.0687621086835861
4.42588376998901,1,0.0690779909491539
4.44631290435791,1,0.0693953111767769
4.46683597564697,1,0.0697140693664551
4.48745393753052,1,0.0700342804193497
4.5081672668457,1,0.0703559443354607
4.52897596359253,1,0.0706790760159492
4.54988050460815,1,0.0710036754608154
4.57088184356689,1,0.0713297501206398
4.59197998046875,1,0.071657307446003
4.61317586898804,1,0.0719863548874855
4.6344690322876,1,0.0723168924450874
4.65586090087891,1,0.0726489275693893
4.67735147476196,1,0.0729824900627136
4.69894123077393,1,0.0733175501227379
4.72063064575195,1,0.0736541375517845
4.74241971969604,1,0.0739922523498535
4.76430988311768,1,0.0743319019675255
4.78630113601685,1,0.074673093855381
4.80839347839355,1,0.0750158354640007
4.83058786392212,1,0.0753601342439651
4.8528847694397,1,0.0757059827446938
4.87528467178345,1,0.0760534107685089
4.89778804779053,1,0.0764024183154106
4.9203953742981,1,0.0767529979348183
4.94310665130615,1,0.0771051719784737
4.96592330932617,1,0.0774589478969574
4.988844871521,1,0.0778143256902695
5.01187229156494,1,0.0781713053584099
5.03500604629517,1,0.0785299092531204
5.05824661254883,1,0.0788901373744011
5.08159446716309,1,0.0792519897222519
5.1050500869751,1,0.0796154886484146
5.12861394882202,1,0.0799806341528893
5.15228652954102,1,0.0803474336862564
5.17606830596924,1,0.0807158872485161
5.19995975494385,1,0.0810860097408295
5.22396183013916,1,0.0814578086137772
5.24807453155518,1,0.0818312913179398
5.27229881286621,1,0.0822064578533173
5.29663467407227,1,0.0825833231210709
5.3210825920105,1,0.0829618945717812
5.34564352035522,1,0.0833421796560287
5.3703179359436,1,0.083724170923233
5.39510631561279,1,0.0841078981757164
5.42000913619995,1,0.0844933614134788
5.44502639770508,1,0.0848805606365204
5.47015953063965,1,0.0852695107460022
5.49540853500366,1,0.0856602191925049
5.52077436447144,1,0.0860526859760284
5.54625701904297,1,0.0864469259977341
5.57185745239258,1,0.0868429467082024
5.59757614135742,1,0.0872407481074333
5.6234130859375,1,0.0876403450965881
5.64936971664429,1,0.088041752576828
5.67544603347778,1,0.0884449556469917
5.70164251327515,1,0.0888499915599823
5.72796010971069,1,0.0892568379640579
5.75439929962158,1,0.089665524661541
5.78096055984497,1,0.0900760591030121
5.80764436721802,1,0.09048842638731
5.83445119857788,1,0.0909026563167572
5.86138153076172,1,0.0913187637925148
5.88843631744385,1,0.091736726462841
5.91561651229858,1,0.0921565815806389
5.94292163848877,1,0.0925783142447472
5.97035264968872,1,0.0930019542574883
5.99791097640991,1,0.0934274941682815
6.02559566497803,1,0.0938549414277077
6.0534086227417,1,0.0942843109369278
6.08134984970093,1,0.0947156175971031
6.10942029953003,1,0.095148853957653
6.137619972229,1,0.0955840423703194
6.16594982147217,1,0.0960211753845215
6.19441080093384,1,0.0964602753520012
6.22300291061401,1,0.0969013497233391
6.25172710418701,1,0.0973443910479546
6.28058338165283,1,0.09778942912817
6.30957365036011,1,0.0982364565134049
6.33869695663452,1,0.0986854955554008
6.36795520782471,1,0.0991365388035774
6.39734840393066,1,0.0995896011590958
6.42687702178955,1,0.100044697523117
6.45654249191284,1,0.100501835346222
6.48634433746338,1,0.10096100717783
6.51628398895264,1,0.101422242820263
6.54636192321777,1,0.101885534822941
6.57657814025879,1,0.102350905537605
6.60693454742432,1,0.102818354964256
6.6374306678772,1,0.103287890553474
6.66806745529175,1,0.10375951975584
6.69884586334228,1,0.104233264923096
6.72976636886597,1,0.104709126055241
6.76082992553711,1,0.105187095701694
6.79203653335571,1,0.105667218565941
6.82338714599609,1,0.106149472296238
6.85488224029541,1,0.106633871793747
6.88652276992798,1,0.10712043941021
6.91830968856812,1,0.107609175145626
6.95024299621582,1,0.108100078999996
6.98232412338257,1,0.108593180775642
7.01455307006836,1,0.109088473021984
7.04693078994751,1,0.109585970640182
7.07945775985718,1,0.110085681080818
7.11213493347168,1,0.110587611794472
7.14496326446533,1,0.111091777682304
7.17794275283814,1,0.111598186194897
7.21107482910156,1,0.112106837332249
7.24435949325561,1,0.112617753446102
7.27779817581177,1,0.113130934536457
7.31139087677002,1,0.113646395504475
7.34513854980469,1,0.114164143800735
7.37904214859009,1,0.11468418687582
7.41310262680054,1,0.115206532180309
7.44731950759888,1,0.115731194615364
7.4816951751709,1,0.116258181631565
7.51622915267944,1,0.116787508130074
7.55092239379883,1,0.117319166660309
7.58577585220337,1,0.117853194475174
7.62079000473022,1,0.118389569222927
7.65596628189087,1,0.11892831325531
7.69130420684814,1,0.119469448924065
7.72680568695068,1,0.120012976229191
7.76247119903564,1,0.120558895170689
7.79830121994019,1,0.1211072281003
7.83429622650146,1,0.121657975018024
7.87045812606812,1,0.122211158275604
7.90678644180298,1,0.122766770422459
7.94328212738037,1,0.12332484126091
7.97994709014893,1,0.123885370790958
8.01678085327148,1,0.124448359012604
8.05378437042236,1,0.125013828277588
8.09095859527588,1,0.125581800937653
8.12830543518066,1,0.126152247190475
8.1658239364624,1,0.12672521173954
8.20351505279541,1,0.127300694584846
8.24138069152832,1,0.127878710627556
8.27942180633545,1,0.128459244966507
8.31763744354248,1,0.129042342305183
8.35603046417236,1,0.129627987742424
8.39459991455078,1,0.13021619617939
8.43334770202637,1,0.130806982517242
8.47227382659912,1,0.131400361657143
8.51138019561768,1,0.131996333599091
8.55066680908203,1,0.132594913244247
8.59013557434082,1,0.133196115493774
8.62978553771973,1,0.133799940347672
8.66961860656738,1,0.1344064027071
8.70963573455811,1,0.13501550257206
8.74983787536621,1,0.135627284646034
8.7902250289917,1,0.136241719126701
8.8307991027832,1,0.136858820915222
8.87156009674072,1,0.137478619813919
8.91250896453857,1,0.138101130723953
8.95364761352539,1,0.138726323843002
8.99497604370117,1,0.13935424387455
9.03649520874023,1,0.139984905719757
9.07820510864258,1,0.140618309378624
9.12010860443115,1,0.141254439949989
9.16220474243164,1,0.141893357038498
9.20449542999268,1,0.142535015940666
9.24698162078857,1,0.143179476261139
9.28966426849365,1,0.143826723098755
9.33254337310791,1,0.144476771354675
9.37561988830566,1,0.145129635930061
9.41889572143555,1,0.145785316824913
9.46237182617187,1,0.146443828940392
9.50604820251465,1,0.147105202078819
9.54992580413818,1,0.147769406437874
9.59400653839111,1,0.1484365016222
9.63829040527344,1,0.149106442928314
9.68277835845947,1,0.149779289960861
9.72747230529785,1,0.15045502781868
9.77237224578857,1,0.151133671402931
9.81747913360596,1,0.151815235614777
9.86279487609863,1,0.152499720454216
9.9083194732666,1,0.153187140822411
9.95405387878418,1,0.153877511620522
10,1,0.15457084774971
10.0461578369141,1,0.155267164111137
10.092529296875,1,0.155966445803642
10.1391134262085,1,0.156668737530708
10.1859140396118,1,0.157374009490013
10.2329301834106,1,0.15808230638504
10.2801628112793,1,0.158793613314629
10.3276138305664,1,0.159507974982262
10.3752841949463,1,0.160225376486778
10.4231739044189,1,0.16094583272934
10.4712858200073,1,0.161669343709946
10.5196189880371,1,0.16239595413208
10.5681753158569,1,0.16312563419342
10.6169557571411,1,0.163858413696289
10.665961265564,1,0.164594307541847
10.7151927947998,1,0.165333315730095
10.7646522521973,1,0.166075453162193
10.8143396377563,1,0.166820749640465
10.8642559051514,1,0.167569190263748
10.914402961731,1,0.168320789933205
10.9647817611694,1,0.169075563549995
11.0153932571411,1,0.169833526015282
11.066237449646,1,0.170594677329063
11.117317199707,1,0.171359032392502
11.1686325073242,1,0.172126621007919
11.2201843261719,1,0.172897428274155
11.2719745635986,1,0.173671469092369
11.3240032196045,1,0.174448758363724
11.3762731552124,1,0.17522931098938
11.428783416748,1,0.176013141870499
11.4815359115601,1,0.176800236105919
11.5345325469971,1,0.177590623497963
11.5877733230591,1,0.178384333848953
11.6412601470947,1,0.179181337356567
11.6949939727783,1,0.179981678724289
11.7489757537842,1,0.180785343050957
11.8032064437866,1,0.181592360138893
11.8576879501343,1,0.182402715086937
11.9124202728271,1,0.183216452598572
11.9674053192139,1,0.184033572673798
12.0226440429688,1,0.184854075312614
12.0781383514404,1,0.185677960515022
12.1338882446289,1,0.186505272984505
12.1898956298828,1,0.187335997819901
12.2461624145508,1,0.188170164823532
12.3026876449585,1,0.189007759094238
12.3594741821289,1,0.189848810434341
12.4165229797363,1,0.190693318843842
12.4738349914551,1,0.1915412992239
12.5314121246338,1,0.192392766475678
12.5892543792725,1,0.193247705698013
12.6473636627197,1,0.194106176495552
12.7057409286499,1,0.194968149065971
12.7643880844116,1,0.195833653211594
12.8233060836792,1,0.196702674031258
12.882495880127,1,0.197575256228447
12.9419584274292,1,0.198451384902
13.0016956329346,1,0.19933108985424
13.0617084503174,1,0.200214356184006
13.1219987869263,1,0.20110122859478
13.1825675964355,1,0.201991677284241
13.2434148788452,1,0.20288573205471
13.3045444488525,1,0.20378340780735
13.3659553527832,1,0.204684719443321
13.4276494979858,1,0.205589652061462
13.4896287918091,1,0.206498235464096
13.5518941879272,1,0.207410484552383
13.6144466400146,1,0.208326399326324
13.6772880554199,1,0.209245979785919
13.7404193878174,1,0.21016925573349
13.8038425445557,1,0.211096212267876
13.8675584793091,1,0.21202689409256
13.931568145752,1,0.21296127140522
13.9958734512329,1,0.21389938890934
14.0604753494263,1,0.214841246604919
14.1253757476807,1,0.215786829590797
14.1905755996704,1,0.216736167669296
14.2560758590698,1,0.217689275741577
14.3218793869019,1,0.218646168708801
14.3879861831665,1,0.219606831669807
14.4543981552124,1,0.220571279525757
14.5211162567139,1,0.221539542078972
14.5881423950195,1,0.222511604428291
14.655478477478,1,0.223487481474876
14.7231254577637,1,0.22446720302105
14.7910842895508,1,0.225450754165649
14.859356880188,1,0.226438149809837
14.9279441833496,1,0.227429404854774
14.9968481063843,1,0.2284245043993
15.0660705566406,1,0.229423508048058
15.135612487793,1,0.230426385998726
15.2054748535156,1,0.231433138251305
15.2756605148315,1,0.232443794608116
15.3461694717407,1,0.23345835506916
15.4170045852661,1,0.23447684943676
15.4881658554077,1,0.235499247908592
15.5596561431885,1,0.236525595188141
15.6314764022827,1,0.237555876374245
15.7036275863647,1,0.238590091466904
15.7761125564575,1,0.239628285169601
15.8489322662354,1,0.240670442581177
15.9220876693726,1,0.24171656370163
15.9955806732178,1,0.242766663432121
16.0694122314453,1,0.243820756673813
16.1435852050781,1,0.244878858327866
16.2181015014648,1,0.245940953493118
16.2929611206055,1,0.247007057070732
16.3681659698486,1,0.248077183961868
